parentPostUrl,commentIndex,authorName,authorHandle,authorUrl,text,timestamp,likes,reposts,replies,views,commentUrl,postTimestamp,sourceFile,postUrl,postId,url,text_post,timestamp_post,replies_post,reposts_post,likes_post,views_post,authorName_post,authorHandle_post,authorUrl_post,scrapedAt,postDir
https://x.com/ServiceNow/status/2001698977347952967,1,ServiceNow,ServiceNow,https://x.com/ServiceNow,Register now:,2025-12-18T17:06:12.000Z,2,0,0,1247,https://x.com/ServiceNow/status/2001700536484278601,2025-12-18T17-00-00-000Z_2001698977347952967,2025-12-18T17-00-00-000Z_2001698977347952967/commenters.csv,https://x.com/ServiceNow/status/2001698977347952967,2001698977347952967,https://x.com/ServiceNow/status/2001698977347952967,Friends don't let friends miss out on $400 off Knowledge. Register by 12/31 to save big.,2025-12-18T17:00:00.000Z,1,1,8,1625,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T06:01:41.592Z,2025-12-18T17-00-00-000Z_2001698977347952967
https://x.com/ServiceNow/status/2005685246117695752/photo/1,1,ServiceNow,ServiceNow,https://x.com/ServiceNow,"Don't wait much longer, register now!",2025-12-29T17:00:01.000Z,3,0,0,1575,https://x.com/ServiceNow/status/2005685249229955422,2025-12-29T17-00-01-000Z_1,2025-12-29T17-00-01-000Z_1/commenters.csv,https://x.com/ServiceNow/status/2005685246117695752/photo/1,1,https://x.com/ServiceNow/status/2005685246117695752/photo/1,This is one ball you shouldn't let drop. Don't miss out on $400 off our biggest event of the year. Register now for Knowledge 2026.,2025-12-29T17:00:01.000Z,2,0,12,2145,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T06:01:01.648Z,2025-12-29T17-00-01-000Z_1
https://x.com/ServiceNow/status/2005685246117695752/photo/1,2,infinitytec,infinitytec3,https://x.com/infinitytec3,Already done!,2025-12-29T18:48:17.000Z,1,0,0,42,https://x.com/infinitytec3/status/2005712494128685108,2025-12-29T17-00-01-000Z_1,2025-12-29T17-00-01-000Z_1/commenters.csv,https://x.com/ServiceNow/status/2005685246117695752/photo/1,1,https://x.com/ServiceNow/status/2005685246117695752/photo/1,This is one ball you shouldn't let drop. Don't miss out on $400 off our biggest event of the year. Register now for Knowledge 2026.,2025-12-29T17:00:01.000Z,2,0,12,2145,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T06:01:01.648Z,2025-12-29T17-00-01-000Z_1
https://x.com/ServiceNow/status/2005685246117695752,1,ServiceNow,ServiceNow,https://x.com/ServiceNow,"Don't wait much longer, register now!",2025-12-29T17:00:01.000Z,3,0,0,1575,https://x.com/ServiceNow/status/2005685249229955422,2025-12-29T17-00-01-000Z_2005685246117695752,2025-12-29T17-00-01-000Z_2005685246117695752/commenters.csv,https://x.com/ServiceNow/status/2005685246117695752,2005685246117695752,https://x.com/ServiceNow/status/2005685246117695752,This is one ball you shouldn't let drop. Don't miss out on $400 off our biggest event of the year. Register now for Knowledge 2026.,2025-12-29T17:00:01.000Z,2,0,12,2145,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T06:01:15.019Z,2025-12-29T17-00-01-000Z_2005685246117695752
https://x.com/ServiceNow/status/2005707718401966474,1,𝗫 𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻,MacDonaldCookey,https://x.com/MacDonaldCookey,I Loveee this,2026-02-12T23:42:58.000Z,1,0,0,43,https://x.com/MacDonaldCookey/status/2022094109184516232,2025-12-29T18-29-18-000Z_2005707718401966474,2025-12-29T18-29-18-000Z_2005707718401966474/commenters.csv,https://x.com/ServiceNow/status/2005707718401966474,2005707718401966474,https://x.com/ServiceNow/status/2005707718401966474,"Everyone bought into AI. Few are seeing the return.

Now that changes. When AI runs in silos, value gets stuck. ServiceNow breaks down the walls—connecting any workflow, any AI, and any data source—to put AI to work for people.",2025-12-29T18:29:18.000Z,16,16,42,9034,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T05:57:12.400Z,2025-12-29T18-29-18-000Z_2005707718401966474
https://x.com/ServiceNow/status/2005707718401966474,2,Helder Perez,helderbuilds,https://x.com/helderbuilds,"Silos aren't the problem - they're the symptom of bad leadership. ""AI in silos"" just means different teams don't trust each other. The tool doesn't fix the culture. You can buy all the integration platforms you want, but if your teams hate each other, they'll find new ways to",2025-12-29T18:45:13.000Z,0,0,0,38,https://x.com/helderbuilds/status/2005711723198833090,2025-12-29T18-29-18-000Z_2005707718401966474,2025-12-29T18-29-18-000Z_2005707718401966474/commenters.csv,https://x.com/ServiceNow/status/2005707718401966474,2005707718401966474,https://x.com/ServiceNow/status/2005707718401966474,"Everyone bought into AI. Few are seeing the return.

Now that changes. When AI runs in silos, value gets stuck. ServiceNow breaks down the walls—connecting any workflow, any AI, and any data source—to put AI to work for people.",2025-12-29T18:29:18.000Z,16,16,42,9034,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T05:57:12.400Z,2025-12-29T18-29-18-000Z_2005707718401966474
https://x.com/ServiceNow/status/2005707718401966474,3,PieCyfer,PieCyfer,https://x.com/PieCyfer,"Hidden Cost of Disconnected Systems and How Integration Fixes It.

This article breaks down what that is costing you and how to fix it.


https://
medium.com/p/hidden-cost-
of-disconnected-systems-and-how-integration-fixes-it-f80a1584d618?source=social.tw
…",2026-02-23T07:37:19.000Z,0,0,0,12,https://x.com/PieCyfer/status/2025837361112977454,2025-12-29T18-29-18-000Z_2005707718401966474,2025-12-29T18-29-18-000Z_2005707718401966474/commenters.csv,https://x.com/ServiceNow/status/2005707718401966474,2005707718401966474,https://x.com/ServiceNow/status/2005707718401966474,"Everyone bought into AI. Few are seeing the return.

Now that changes. When AI runs in silos, value gets stuck. ServiceNow breaks down the walls—connecting any workflow, any AI, and any data source—to put AI to work for people.",2025-12-29T18:29:18.000Z,16,16,42,9034,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T05:57:12.400Z,2025-12-29T18-29-18-000Z_2005707718401966474
https://x.com/ServiceNow/status/2005707718401966474,4,PieCyfer,PieCyfer,https://x.com/PieCyfer,"Still running on hardware you have to maintain and scale manually?

If you want to deploy faster and spend less on infrastructure Cloud is the baseline.

PieCyfer handles migration, IaaS, PaaS, and strategy.

Tap to see how we can help →

#cloud #SaaS #techstrategy #UnitedStates",2026-01-23T11:37:42.000Z,0,0,0,22,https://x.com/PieCyfer/status/2014663831738261795,2025-12-29T18-29-18-000Z_2005707718401966474,2025-12-29T18-29-18-000Z_2005707718401966474/commenters.csv,https://x.com/ServiceNow/status/2005707718401966474,2005707718401966474,https://x.com/ServiceNow/status/2005707718401966474,"Everyone bought into AI. Few are seeing the return.

Now that changes. When AI runs in silos, value gets stuck. ServiceNow breaks down the walls—connecting any workflow, any AI, and any data source—to put AI to work for people.",2025-12-29T18:29:18.000Z,16,16,42,9034,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T05:57:12.400Z,2025-12-29T18-29-18-000Z_2005707718401966474
https://x.com/ServiceNow/status/2005707718401966474,5,Evolviant,EvolviantLLC,https://x.com/EvolviantLLC,"Value gets stuck when ownership, data discipline, and operating models aren’t aligned—regardless of platform.",2025-12-31T16:28:30.000Z,0,0,0,61,https://x.com/EvolviantLLC/status/2006402093108679043,2025-12-29T18-29-18-000Z_2005707718401966474,2025-12-29T18-29-18-000Z_2005707718401966474/commenters.csv,https://x.com/ServiceNow/status/2005707718401966474,2005707718401966474,https://x.com/ServiceNow/status/2005707718401966474,"Everyone bought into AI. Few are seeing the return.

Now that changes. When AI runs in silos, value gets stuck. ServiceNow breaks down the walls—connecting any workflow, any AI, and any data source—to put AI to work for people.",2025-12-29T18:29:18.000Z,16,16,42,9034,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T05:57:12.400Z,2025-12-29T18-29-18-000Z_2005707718401966474
https://x.com/ServiceNow/status/2005707718401966474,6,Mo Tak,MoTak1969,https://x.com/MoTak1969,It is time for software companies to invest heavily in AI to become the next anthropic specializing in their corresponding fields,2026-02-24T23:10:36.000Z,0,0,0,14,https://x.com/MoTak1969/status/2026434615972606450,2025-12-29T18-29-18-000Z_2005707718401966474,2025-12-29T18-29-18-000Z_2005707718401966474/commenters.csv,https://x.com/ServiceNow/status/2005707718401966474,2005707718401966474,https://x.com/ServiceNow/status/2005707718401966474,"Everyone bought into AI. Few are seeing the return.

Now that changes. When AI runs in silos, value gets stuck. ServiceNow breaks down the walls—connecting any workflow, any AI, and any data source—to put AI to work for people.",2025-12-29T18:29:18.000Z,16,16,42,9034,ServiceNow,ServiceNow,https://x.com/ServiceNow,2026-03-18T05:57:12.400Z,2025-12-29T18-29-18-000Z_2005707718401966474
